gene_id	chrom	start	end	strand	unique_count	effective_count
YLL017W	XII	112234	112545	+	8	8.000
YLL016W	XII	112847	115993	+	18	18.000
YLL015W	XII	116432	121111	+	51	51.000
YLL014W	XII	121322	121648	+	40	40.012
YLL013C	XII	122075	124714	-	12	12.000
YLL012W	XII	125534	127255	+	57	57.000
YLL011W	XII	127523	128992	+	3	3.000
YLL010C	XII	129330	130613	-	18	18.000
YLL009C	XII	131205	131414	-	19	19.003
YLL008W	XII	131729	133987	+	5	5.000
YLL007C	XII	134302	136299	-	7	7.000
YLL006W-A	XII	136345	136521	+	0	0.000
YLL006W	XII	136586	137866	+	5	5.000
YLL005C	XII	137940	140546	-	22	22.000
YLL004W	XII	141073	142923	+	7	7.000
YLL003W	XII	143201	146041	+	9	9.000
YLL002W	XII	146291	147601	+	5	5.000
YLL001W	XII	147890	150163	+	42	42.000
YLR001C	XII	151389	153977	-	40	40.000
YLR002C	XII	154343	156334	-	1	1.000
YLR003C	XII	156855	157730	-	8	8.000
YLR004C	XII	157934	159505	-	7	7.000
YLR005W	XII	160049	161434	+	27	27.000
YLR006C	XII	161755	163893	-	11	11.000
YLR007W	XII	164392	165402	+	22	22.000
YLR008C	XII	165577	166083	-	15	15.000
YLR009W	XII	166537	167136	+	13	13.000
YLR010C	XII	167320	167802	-	6	6.000
tS(AGA)L	XII	167944	168025	-	0	0.000
YLR011W	XII	169103	169678	+	5	5.000
YLR012C	XII	169982	170281	-	0	0.000
YLR013W	XII	171339	171764	+	0	0.000
YLR014C	XII	172268	174982	-	4	4.000
YLR015W	XII	175227	176744	+	10	10.000
YLR016C	XII	176802	177416	-	11	11.000
YLR017W	XII	177608	178621	+	36	36.000
YLR018C	XII	178707	179606	-	13	13.000
YLR019W	XII	180288	181481	+	26	26.000
YLR020C	XII	181789	183405	-	7	7.000
YLR021W	XII	183623	184162	+	7	7.000
YLR022C	XII	184174	184926	-	6	6.000
YLR023C	XII	185498	187129	-	50	50.000
YLR024C	XII	187663	193281	-	5	5.000
YLR025W	XII	194452	195174	+	19	19.000
YLR026C	XII	195450	196472	-	2	2.000
YLR027C	XII	196829	198085	-	140	140.104
snR30	XII	198784	199389	+	2	2.000
YLR028C	XII	199540	201315	-	85	85.000
YLR029C	XII	201976	202590	-	219	219.000
YLR030W	XII	203290	204081	+	3	3.000
YLR031W	XII	204225	204785	+	7	7.000
YLR032W	XII	204991	208500	+	5	5.000
YLR033W	XII	208761	210269	+	22	22.000
YLR034C	XII	210512	211933	-	85	85.000
YLR035C	XII	212369	214456	-	13	13.000
tA(UGC)L	XII	214883	214955	-	0	0.000
YLR035C-A	XII	215440	218907	-	0	0.000
YLR036C	XII	221521	222132	-	6	6.000
YLR037C	XII	222685	223059	-	5	5.000
YLR038C	XII	224921	225172	-	148	148.000
YLR039C	XII	225426	228596	-	17	17.000
YLR040C	XII	228908	229582	-	9	9.000
YLR041W	XII	229377	229697	+	3	3.000
YLR042C	XII	229966	230451	-	8	8.000
YLR043C	XII	231702	232013	-	156	156.000
YLR044C	XII	232390	234081	-	356	356.000
YLR045C	XII	235037	237703	-	16	16.000
YLR046C	XII	238001	238813	-	14	14.000
YLR047C	XII	239347	241407	-	16	16.000
YLR048W	XII	242232	243349	+	284	284.000
YLR049C	XII	243886	245172	-	20	20.000
YLR050C	XII	245587	246072	-	46	46.000
YLR051C	XII	246324	246977	-	2	2.000
YLR052W	XII	247201	247953	+	3	3.000
YLR053C	XII	248100	248426	-	8	8.000
YLR054C	XII	248717	250978	-	2	2.000
YLR055C	XII	251272	253080	-	7	7.000
YLR056W	XII	253861	254958	+	321	321.000
YLR057W	XII	255306	257855	+	13	13.000
YLR058C	XII	257992	259401	-	112	112.000
YLR059C	XII	259738	260547	-	22	22.000
YLR060W	XII	260979	262766	+	34	34.000
YLR061W	XII	263194	263948	+	100	100.000
YLR062C	XII	263577	263954	-	0	0.000
YLR063W	XII	264157	265254	+	4	4.000
YLR064W	XII	265456	266277	+	59	59.000
YLR065C	XII	266373	266918	-	21	21.000
YLR066W	XII	267169	267723	+	36	36.000
YLR067C	XII	267813	270710	-	4	4.000
YLR068W	XII	271008	271463	+	3	3.000
YLR069C	XII	271630	273915	-	36	36.000
YLR070C	XII	274141	275211	-	21	21.000
YLR071C	XII	275378	278626	-	13	13.000
YLR072W	XII	278862	280943	+	15	15.000
YLR073C	XII	281019	281621	-	11	11.000
YLR074C	XII	281956	282456	-	10	10.000
YLR075W	XII	282927	283592	+	632	632.995
YLR076C	XII	283185	283607	-	3	3.005
YLR077W	XII	283872	285623	+	13	13.000
YLR078C	XII	285736	286559	-	8	8.000
YLR079W	XII	286820	287674	+	16	16.000
YLR080W	XII	287916	289250	+	5	5.000
YLR081W	XII	290212	291936	+	5	5.000
YLR082C	XII	292394	293572	-	11	11.000
YLR083C	XII	294091	296094	-	36	36.000
YLR084C	XII	296589	300251	-	10	10.000
YLR085C	XII	300673	301989	-	10	10.000
YLR086W	XII	302243	306499	+	10	10.000
YLR087C	XII	306855	315731	-	14	14.000
YLR088W	XII	316107	317951	+	28	28.000
YLR089C	XII	318237	320015	-	126	126.000
YLR090W	XII	320701	322080	+	12	12.000
YLR091W	XII	322297	323178	+	13	13.000
YLR092W	XII	323544	326225	+	47	47.000
YLR093C	XII	326513	327415	-	52	52.000
YLR094C	XII	327730	329238	-	5	5.000
YLR095C	XII	329677	332115	-	11	11.000
YLR096W	XII	332590	336033	+	7	7.000
YLR097C	XII	336231	337265	-	20	20.000
YLR098C	XII	337527	339473	-	9	9.000
YLR099C	XII	339744	340928	-	29	29.000
YLR099W-A	XII	341325	341588	+	24	24.000
YLR100W	XII	341810	342853	+	42	42.000
YLR101C	XII	342566	342961	-	0	0.000
YLR102C	XII	342970	343767	-	9	10.000
YLR103C	XII	343989	345941	-	6	6.000
YLR104W	XII	346585	346980	+	20	20.000
YLR105C	XII	347047	348180	-	13	13.000
snR79	XII	348427	348510	-	1	1.000
YLR106C	XII	349006	363738	-	16	16.000
YLR107W	XII	364116	365330	+	8	8.000
snR6	XII	366235	366346	+	0	0.000
YLR108C	XII	366667	368124	-	5	5.000
YLR109W	XII	368781	369311	+	453	453.000
YLR110C	XII	369697	370098	-	3698	3700.944
YLR111W	XII	370391	370723	+	3	3.000
YLR112W	XII	370791	371210	+	3	3.000
YLR113W	XII	371620	372927	+	45	45.000
tR(ACG)L	XII	374355	374427	+	0	0.000
YLR114C	XII	374944	377238	-	18	18.000
YLR115W	XII	377985	380564	+	9	9.000
YLR116W	XII	380822	382252	+	10	10.000
YLR117C	XII	382471	384534	-	13	13.000
YLR118C	XII	384725	385408	-	13	13.000
YLR119W	XII	385534	386175	+	8	8.000
YLR120C	XII	386511	388220	-	107	107.000
YLR120W-A	XII	388672	388773	+	2	2.000
YLR121C	XII	388744	390270	-	61	61.000
YLR122C	XII	390954	391331	-	2	6.000
YLR123C	XII	391078	391407	-	0	0.000
YLR124W	XII	391600	391944	+	1	1.000
YLR125W	XII	393484	393894	+	3	3.000
YLR126C	XII	394765	395520	-	17	17.000
YLR127C	XII	395758	398319	-	11	11.000
YLR128W	XII	398530	399433	+	5	5.000
YLR129W	XII	399657	402488	+	6	6.000
YLR130C	XII	402794	404062	-	40	40.000
YLR131C	XII	404510	406822	-	12	12.000
YLR132C	XII	407283	408155	-	10	10.000
YLR133W	XII	408445	410193	+	13	13.000
YLR134W	XII	410723	412414	+	7	7.000
YLR135W	XII	413281	415527	+	10	10.000
YLR136C	XII	415801	416658	-	12	12.000
YLR137W	XII	417006	418109	+	3	3.000
YLR138W	XII	418437	421394	+	12	12.000
YLR139C	XII	421542	423473	-	5	5.000
YLR140W	XII	423474	423800	+	0	0.000
YLR141W	XII	423683	424774	+	8	26.000
YLR142W	XII	425186	426616	+	36	36.000
tD(GUC)L1	XII	427132	427203	+	0	0.000
YLR143W	XII	427329	429386	+	6	6.000
YLR144C	XII	429677	432016	-	16	16.000
YLR145W	XII	432168	432773	+	8	8.000
YLR146C	XII	432823	433725	-	9	9.000
YLR146W-A	XII	433870	434058	+	4	4.000
YLR147C	XII	434158	434463	-	10	10.000
YLR148W	XII	434641	437397	+	10	10.000
YLR149C	XII	437631	439823	-	102	102.000
YLR149C-A	XII	440370	440456	-	0	0.000
YLR150W	XII	440467	441288	+	155	155.000
YLR151C	XII	441715	442737	-	10	10.000
YLR152C	XII	442958	444688	-	60	60.000
YLR153C	XII	445524	447575	-	330	330.214
YLR154C	XII	447982	448314	-	14	14.000
tQ(UUG)L	XII	448650	448721	-	0	0.000
ETS2-1	XII	451575	451785	-	0	8.884
RDN25-1	XII	451786	455181	-	0	0.000
RDN37-1	XII	451786	457732	-	0	300.901
YLR154W-A	XII	452438	452623	+	2	2.000
YLR154W-B	XII	454392	454556	+	0	0.000
YLR154W-C	XII	454696	455070	+	2	2.000
ITS2-1	XII	455182	455413	-	0	0.000
RDN58-1	XII	455414	455571	-	0	0.000
YLR154W-E	XII	455433	455636	+	1	1.000
ITS1-1	XII	455572	455932	-	0	0.000
YLR154W-F	XII	455883	456023	+	0	0.000
RDN18-1	XII	455933	457732	-	0	0.000
ETS1-1	XII	457733	458432	-	0	78.683
RDN5-1	XII	459676	459796	+	8	16.888
ETS2-2	XII	460712	460922	-	0	14.145
RDN25-2	XII	460923	464318	-	0	0.000
RDN37-2	XII	460923	466869	-	0	472.703
YLR154C-G	XII	462522	462671	-	0	0.000
ITS2-2	XII	464319	464550	-	0	0.000
RDN58-2	XII	464551	464708	-	0	0.000
ITS1-2	XII	464709	465069	-	0	0.000
RDN18-2	XII	465070	466869	-	0	0.000
ETS1-2	XII	466870	467569	-	0	78.683
RDN5-2	XII	468813	468931	+	0	0.000
YLR154C-H	XII	468827	468958	-	2	2.123
YLR155C	XII	469317	470405	-	0	90.950
YLR156W	XII	472113	472457	+	0	0.000
RDN5-3	XII	472465	472583	+	0	0.000
YLR156C-A	XII	472479	472610	-	0	0.000
YLR157C	XII	472969	474057	-	0	90.950
YLR157W-D	XII	475764	475976	+	0	0.000
YLR157C-B	XII	476333	481601	-	0	0.000
YLR157C-A	XII	480279	481601	-	0	0.000
YLR157W-E	XII	481873	482037	+	0	0.000
RDN5-4	XII	482045	482163	+	0	0.000
YLR157C-C	XII	482059	482190	-	0	0.000
YLR158C	XII	482549	483637	-	0	24.544
YLR159W	XII	485345	485689	+	0	3.000
RDN5-5	XII	485697	485815	+	0	0.000
YLR159C-A	XII	485711	485842	-	0	0.000
YLR160C	XII	486201	487289	-	0	24.544
YLR161W	XII	488997	489341	+	0	0.000
RDN5-6	XII	489349	489469	+	0	0.000
YLR162W	XII	489573	489929	+	0	0.000
YLR162W-A	XII	490406	490594	+	0	0.000
YLR163C	XII	491866	493254	-	29	29.000
YLR163W-A	XII	492812	492925	+	0	0.000
YLR164W	XII	493883	494389	+	38	38.000
YLR165C	XII	494494	495258	-	6	6.000
YLR166C	XII	495429	498044	-	8	8.000
YLR167W	XII	498947	499405	+	387	387.000
YLR168C	XII	499578	500270	-	22	22.000
YLR169W	XII	500335	500688	+	3	3.000
YLR170C	XII	500579	501049	-	8	8.000
YLR171W	XII	500733	501122	+	0	0.000
YLR172C	XII	501260	502162	-	31	31.000
YLR173W	XII	502421	504247	+	4	4.000
YLR174W	XII	504591	505829	+	209	209.000
YLR175W	XII	506134	507585	+	29	29.000
YLR176C	XII	507797	510232	-	3	3.000
YLR177W	XII	511054	512940	+	14	14.000
YLR178C	XII	513162	513821	-	179	179.000
YLR179C	XII	514108	514713	-	46	46.000
YLR180W	XII	515262	516410	+	86	86.000
YLR181C	XII	516678	517670	-	19	19.000
YLR182W	XII	517940	520351	+	18	18.000
YLR183C	XII	520543	522012	-	8	8.000
YLR184W	XII	522106	522453	+	0	0.000
YLR185W	XII	522663	523288	+	122	122.000
YLR186W	XII	523632	524390	+	12	12.000
YLR187W	XII	524865	527945	+	7	7.000
YLR188W	XII	528300	530387	+	30	30.000
YLR189C	XII	530797	534393	-	13	13.000
YLR190W	XII	535214	536689	+	64	64.000
YLR191W	XII	537272	538432	+	9	9.000
YLR192C	XII	538792	539589	-	58	58.000
YLR193C	XII	540009	540536	-	35	35.000
YLR194C	XII	540809	541573	-	98	98.000
YLR195C	XII	541937	543304	-	20	20.000
YLR196W	XII	543968	545698	+	12	12.000
YLR197W	XII	546097	547611	+	37	37.000
YLR198C	XII	547286	547645	-	2	2.000
YLR199C	XII	547853	548769	-	38	38.000
YLR200W	XII	549012	549356	+	4	4.000
YLR201C	XII	549511	550293	-	23	26.833
YLR202C	XII	550194	550636	-	1	1.167
YLR203C	XII	550650	551960	-	54	54.000
YLR204W	XII	552270	552605	+	27	27.000
YLR205C	XII	552724	553677	-	61	61.000
YLR206W	XII	554578	556419	+	36	36.000
YLR207W	XII	556788	559289	+	17	17.000
YLR208W	XII	559551	560444	+	58	58.000
YLR209C	XII	560797	561732	-	45	45.000
YLR210W	XII	562008	563390	+	8	8.000
YLR211C	XII	563792	564531	-	10	10.000
YLR212C	XII	564860	566281	-	33	33.000
YLR213C	XII	566654	567922	-	6	6.000
YLR214W	XII	568567	570627	+	18	18.000
YLR215C	XII	570776	571858	-	7	7.000
YLR216C	XII	572096	573211	-	148	148.000
YLR217W	XII	572909	573232	+	0	0.000
YLR218C	XII	573466	573918	-	3	3.000
YLR219W	XII	574151	576337	+	28	28.000
YLR220W	XII	576825	577793	+	90	90.000
YLR221C	XII	578362	579024	-	9	9.000
YLR222C	XII	579318	581771	-	3	3.000
YLR222C-A	XII	582006	582236	-	0	0.000
YLR223C	XII	582233	585490	-	8	8.000
YLR224W	XII	586464	587573	+	17	17.000
YLR225C	XII	587695	588918	-	24	24.000
YLR226W	XII	589354	590541	+	6	6.000
YLR227C	XII	590562	592043	-	16	16.000
tL(UAG)L1	XII	592519	592619	-	8	8.000
YLR227W-A	XII	593438	594760	+	0	0.000
YLR227W-B	XII	593438	598706	+	16	21.105
YLR228C	XII	600019	602463	-	54	54.000
YLR229C	XII	604212	604787	-	83	83.806
YLR230W	XII	604574	604879	+	20	20.194
tI(UAU)L	XII	605300	605432	-	0	0.000
YLR231C	XII	605758	607119	-	32	32.000
YLR232W	XII	606830	607177	+	2	2.000
YLR233C	XII	607425	609524	-	15	15.000
YLR234W	XII	609783	611753	+	3	3.000
YLR235C	XII	611532	611930	-	0	0.500
YLR236C	XII	611794	612117	-	0	0.500
YLR237W	XII	612367	614163	+	39	39.000
YLR238W	XII	614755	616191	+	4	4.002
YLR239C	XII	616332	617318	-	7	7.000
YLR240W	XII	617533	620160	+	9	9.000
YLR241W	XII	620473	622821	+	65	65.000
YLR242C	XII	622918	623883	-	8	8.000
YLR243W	XII	624203	625021	+	14	14.000
YLR244C	XII	625168	626331	-	30	30.000
YLR245C	XII	626502	626930	-	5	5.000
YLR246W	XII	627118	628197	+	10	10.000
tL(CAA)L	XII	628383	628497	+	0	0.000
YLR247C	XII	628684	633354	-	17	17.000
YLR248W	XII	634252	636084	+	42	42.000
YLR249W	XII	636780	639914	+	344	344.000
YLR250W	XII	640317	641021	+	31	31.000
YLR251W	XII	641464	642057	+	26	30.457
YLR252W	XII	641957	642262	+	9	10.543
YLR253W	XII	642627	644336	+	26	26.000
YLR254C	XII	644404	644973	-	20	20.000
YLR255C	XII	645600	645953	-	0	0.000
YLR256W	XII	646415	650923	+	51	54.000
YLR256W-A	XII	651117	652439	+	0	0.000
tA(AGC)L	XII	656934	657006	-	0	0.000
YLR257W	XII	658826	659791	+	41	41.000
YLR258W	XII	660716	662833	+	67	67.000
YLR259C	XII	663284	665002	-	583	583.000
YLR260W	XII	665844	667907	+	24	24.000
YLR261C	XII	668237	668563	-	0	0.000
YLR262C	XII	668244	668891	-	3	12.000
YLR262C-A	XII	669468	669662	-	39	39.000
YLR263W	XII	670340	672823	+	1	1.000
YLR264W	XII	673131	673334	+	102	102.000
YLR264C-A	XII	673828	673944	-	70	70.000
YLR265C	XII	674427	675455	-	11	11.379
YLR266C	XII	675619	677724	-	18	18.621
YLR267W	XII	678212	679924	+	11	11.000
YLR268W	XII	680200	680844	+	34	34.000
YLR269C	XII	680866	681216	-	0	0.000
YLR270W	XII	681186	682238	+	34	34.000
YLR271W	XII	682737	683561	+	7	7.000
YLR272C	XII	683672	687202	-	17	17.000
tV(AAC)L	XII	687859	687932	-	0	0.000
YLR273C	XII	689083	691029	-	18	18.000
YLR274W	XII	691555	693882	+	29	29.000
YLR275W	XII	694378	694800	+	10	10.000
YLR276C	XII	695046	696830	-	13	13.000
YLR277C	XII	697156	699495	-	9	9.000
YLR278C	XII	699999	704024	-	16	16.000
YLR279W	XII	704309	704698	+	4	4.000
YLR280C	XII	704483	704833	-	2	9.500
YLR281C	XII	704493	704960	-	1	9.500
YLR282C	XII	705071	705412	-	0	0.000
YLR283W	XII	705186	706130	+	7	7.000
YLR284C	XII	706198	707040	-	31	31.000
YLR285W	XII	707360	708145	+	12	12.000
YLR285C-A	XII	708168	708338	-	0	0.000
YLR286C	XII	708448	710136	-	411	423.001
YLR286W-A	XII	708562	708696	+	3	3.000
YLR287C	XII	710991	712058	-	10	10.000
YLR287C-A	XII	712537	713158	-	189	189.000
YLR288C	XII	713480	714904	-	10	10.000
YLR289W	XII	715089	717026	+	15	15.000
YLR290C	XII	717145	717978	-	14	14.000
YLR291C	XII	718317	719462	-	16	16.000
YLR292C	XII	719789	720370	-	10	10.000
YLR293C	XII	720771	721430	-	77	77.000
YLR294C	XII	721701	722030	-	62	74.888
YLR295C	XII	721999	722373	-	116	140.112
YLR296W	XII	722978	723304	+	3	3.000
YLR297W	XII	724044	724433	+	42	42.000
YLR298C	XII	724721	725416	-	6	6.000
YLR299W	XII	726069	728051	+	32	32.000
YLR299C-A	XII	727911	728003	-	0	0.000
YLR300W	XII	728955	730301	+	372	372.958
YLR301W	XII	730825	731559	+	19	19.000
tL(UAG)L2	XII	732090	732190	+	0	0.000
YLR302C	XII	732191	732553	-	1	1.000
YLR303W	XII	732542	733876	+	952	952.000
tI(AAU)L1	XII	734802	734875	+	1	1.000
YLR304C	XII	735212	737548	-	720	720.610
YLR305C	XII	738161	743863	-	29	29.000
YLR306W	XII	744151	744851	+	5	5.000
YLR307W	XII	745620	746525	+	1	1.000
YLR307C-A	XII	746848	747111	-	21	21.000
YLR308W	XII	747937	748875	+	0	0.000
YLR309C	XII	749034	751769	-	8	8.000
YLR310C	XII	752224	756993	-	54	54.000
YLR311C	XII	757265	757612	-	13	13.388
YLR312C	XII	757637	758833	-	54	55.612
YLR312W-A	XII	759480	760241	+	13	13.000
YLR313C	XII	760750	762342	-	0	0.000
YLR314C	XII	762575	764137	-	42	42.000
YLR315W	XII	764808	765269	+	10	10.000
YLR316C	XII	765266	766358	-	10	10.000
YLR317W	XII	765655	766089	+	6	6.000
YLR318W	XII	766542	769196	+	7	7.000
YLR319C	XII	769318	771684	-	13	13.000
YLR320W	XII	771940	776304	+	8	8.000
YLR321C	XII	776584	777864	-	4	4.000
YLR322W	XII	777628	777942	+	1	1.000
YLR323C	XII	778173	778952	-	2	2.000
YLR324W	XII	779215	780786	+	29	29.000
YLR325C	XII	781143	781379	-	193	193.000
YLR326W	XII	782174	782896	+	9	9.000
YLR327C	XII	783127	783387	-	1222	1222.000
tX(XXX)L	XII	784354	784453	+	5	5.000
YLR328W	XII	784913	786118	+	44	44.000
YLR329W	XII	786442	787333	+	5	5.000
YLR330W	XII	787664	789679	+	51	51.000
YLR331C	XII	790669	791046	-	0	0.000
YLR332W	XII	790676	791806	+	67	67.000
tD(GUC)L2	XII	793918	793989	+	0	0.000
snR61	XII	794486	794575	-	4	4.000
snR55	XII	794697	794794	-	1	1.000
snR57	XII	794937	795024	-	1	1.000
YLR333C	XII	795573	795899	-	59	59.000
YLR334C	XII	796698	797078	-	0	0.000
tE(UUC)L	XII	797178	797249	+	0	0.000
YLR335W	XII	797430	799592	+	20	20.000
YLR336C	XII	799697	802396	-	7	7.000
YLR337C	XII	802653	805106	-	28	28.137
YLR338W	XII	804346	805203	+	1	1.000
YLR339C	XII	805784	806335	-	3	3.000
YLR340W	XII	805887	806825	+	532	532.071
YLR341W	XII	807385	808818	+	1	1.000
YLR342W	XII	809997	815627	+	203	218.321
YLR342W-A	XII	815810	815983	+	9	9.679
YLR343W	XII	816094	817761	+	4	4.000
tR(CCG)L	XII	818609	818680	+	0	0.000
YLR344W	XII	819312	820142	+	144	144.000
YLR345W	XII	820511	822040	+	52	52.000
YLR346C	XII	822287	822592	-	3	3.000
YLR347C	XII	823828	826413	-	34	34.000
YLR347W-A	XII	824789	824929	+	0	0.000
YLR348C	XII	826977	827873	-	154	154.000
YLR349W	XII	827521	828027	+	3	3.000
YLR350W	XII	828730	829380	+	59	59.787
YLR351C	XII	829489	830364	-	16	16.213
YLR352W	XII	831116	833539	+	18	18.000
YLR353W	XII	834352	836163	+	11	11.000
YLR354C	XII	836350	837357	-	604	604.000
YLR355C	XII	838066	839253	-	478	478.789
YLR356W	XII	840321	840914	+	102	102.000
YLR357W	XII	841331	844000	+	13	13.000
YLR358C	XII	843487	844050	-	0	0.000
YLR359W	XII	844282	845730	+	98	98.000
YLR360W	XII	846103	847422	+	20	20.000
YLR361C	XII	847388	849124	-	17	17.000
YLR361C-A	XII	849383	849679	-	10	10.000
YLR362W	XII	849866	852019	+	9	9.000
YLR363C	XII	852495	853151	-	7	7.000
YLR363W-A	XII	853461	853718	+	2	2.000
YLR364W	XII	854062	854391	+	5	5.000
YLR365W	XII	855199	855531	+	1	1.000
YLR364C-A	XII	855523	855645	-	0	0.000
YLR366W	XII	855538	855843	+	1	1.000
YLR367W	XII	856442	857317	+	54	60.000
snR44	XII	856710	856920	+	0	0.000
YLR368W	XII	857540	859336	+	9	9.000
YLR369W	XII	859552	861525	+	13	13.000
YLR370C	XII	861718	862254	-	51	51.000
YLR371W	XII	862714	866784	+	18	18.000
YLR372W	XII	867354	868391	+	59	59.000
YLR373C	XII	868662	871367	-	16	16.000
YLR374C	XII	871453	871842	-	0	0.000
YLR375W	XII	871697	872728	+	59	59.000
YLR376C	XII	872826	873554	-	2	2.000
YLR377C	XII	873746	874792	-	17	17.000
tK(UUU)L	XII	875376	875471	+	0	0.000
YLR378C	XII	875736	877178	-	177	177.000
YLR379W	XII	876922	877296	+	12	12.000
YLR380W	XII	878282	879508	+	22	22.000
YLR381W	XII	879723	881924	+	15	15.000
YLR382C	XII	882067	884751	-	13	13.000
YLR383W	XII	885288	888632	+	9	9.000
YLR384C	XII	888851	892900	-	28	28.000
YLR385C	XII	892992	893390	-	1	1.000
YLR386W	XII	893628	896270	+	20	20.000
YLR387C	XII	896374	897672	-	25	25.000
YLR388W	XII	898651	898821	+	74	74.000
snR34	XII	899180	899382	+	0	0.000
YLR389C	XII	899577	902660	-	21	21.000
YLR390W	XII	903066	903404	+	14	14.000
YLR390W-A	XII	903724	904440	+	414	414.240
YLR392C	XII	904749	906305	-	6	6.000
YLR393W	XII	907079	907918	+	1	1.000
YLR394W	XII	907950	909398	+	8	8.000
YLR395C	XII	909729	909965	-	202	202.000
YLR396C	XII	910235	912310	-	19	19.000
YLR397C	XII	912550	914892	-	13	13.000
YLR398C	XII	915156	919019	-	8	8.000
YLR399C	XII	919536	921596	-	37	37.000
YLR399W-A	XII	920869	920973	+	0	0.000
YLR400W	XII	922063	922536	+	1	1.000
YLR401C	XII	922442	924448	-	6	6.000
YLR402W	XII	924889	925080	+	2	2.000
YLR403W	XII	925568	927619	+	40	40.000
YLR404W	XII	928743	929600	+	4	4.000
YLR405W	XII	929789	930892	+	9	9.000
YLR406C	XII	931065	931755	-	66	66.000
YLR406C-A	XII	932206	932355	-	0	0.000
YLR407W	XII	932967	933653	+	10	10.000
YLR408C	XII	933885	934253	-	11	11.000
YLR409C	XII	934414	937233	-	5	5.000
YLR410W	XII	937541	940981	+	23	23.161
YLR410W-A	XII	941483	942799	+	0	0.000
YLR410W-B	XII	941483	946796	+	0	0.000
YLR411W	XII	947253	947978	+	82	82.000
YLR412W	XII	948368	949192	+	5	5.000
YLR412C-A	XII	950267	950473	-	0	0.000
YLR413W	XII	951156	953183	+	6	6.000
YLR414C	XII	953353	954144	-	71	71.000
YLR415C	XII	954259	954597	-	0	0.000
YLR416C	XII	954491	954889	-	0	0.000
YLR417W	XII	955010	956710	+	6	6.000
YLR418C	XII	956914	958095	-	12	12.000
YLR419W	XII	958428	962735	+	17	17.000
tL(UAA)L	XII	962972	963055	-	0	0.000
YLR420W	XII	963785	964879	+	19	19.000
YLR421C	XII	965090	965560	-	26	26.000
YLR422W	XII	965897	971695	+	26	26.000
YLR423C	XII	971917	973170	-	9	9.000
YLR424W	XII	973395	975521	+	8	8.000
tN(GUU)L	XII	975983	976056	-	0	0.000
YLR425W	XII	982894	986817	+	5	5.000
YLR426W	XII	987062	988113	+	22	22.000
YLR427W	XII	988428	990440	+	18	18.000
YLR428C	XII	990617	990961	-	0	0.000
YLR429W	XII	990777	992732	+	44	44.000
YLR430W	XII	993434	1000129	+	32	32.000
YLR431C	XII	1000342	1001703	-	19	19.000
YLR432W	XII	1002557	1004128	+	31	31.620
YLR433C	XII	1004347	1006008	-	33	33.000
YLR434C	XII	1006025	1006408	-	0	0.000
YLR435W	XII	1006378	1006995	+	2	2.000
YLR436C	XII	1007421	1011245	-	38	38.000
YLR437C	XII	1011622	1012023	-	26	26.000
YLR437C-A	XII	1012459	1012686	-	0	0.000
YLR438W	XII	1012501	1013775	+	76	76.000
YLR438C-A	XII	1013909	1014178	-	29	29.420
YLR439W	XII	1014491	1015450	+	28	28.000
YLR440C	XII	1015568	1017697	-	17	17.008
YLR441C	XII	1018141	1018908	-	183	183.000
YLR442C	XII	1019315	1022251	-	11	11.000
YLR443W	XII	1022625	1023971	+	22	22.000
YLR444C	XII	1023686	1023988	-	4	4.000
YLR445W	XII	1024189	1024837	+	0	0.000
YLR446W	XII	1025214	1026515	+	14	14.000
YLR447C	XII	1026856	1027893	-	58	58.000
YLR448W	XII	1028854	1029768	+	101	101.000
YLR449W	XII	1030834	1032012	+	13	13.000
YLR450W	XII	1032627	1035764	+	87	87.000
YLR451W	XII	1036093	1038753	+	10	10.000
YLR452C	XII	1039270	1041366	-	10	10.000
YLR453C	XII	1041799	1042986	-	5	5.000
YLR454W	XII	1043998	1051884	+	23	23.000
tI(AAU)L2	XII	1052071	1052144	-	0	0.000
YLR455W	XII	1053629	1054543	+	10	10.000
YLR456W	XII	1055070	1055684	+	4	4.000
YLR457C	XII	1055812	1056771	-	7	7.000
YLR458W	XII	1056455	1056835	+	0	0.000
YLR459W	XII	1057334	1058518	+	25	25.000
YLR460C	XII	1059757	1060887	-	8	8.000
YLR461W	XII	1062919	1063281	+	0	0.000
YLR462W	XII	1065956	1066564	+	0	0.000
YLR463C	XII	1066265	1066816	-	1	1.008
YLR464W	XII	1066572	1067501	+	0	0.000
YLR465C	XII	1067045	1067353	-	0	0.000
YLR466W	XII	1067087	1071235	+	0	1.553
YLR466C-A	XII	1070387	1070869	-	0	0.000
YLR466C-B	XII	1071594	1071710	-	1	2.000
YLR467W	XII	1072508	1077898	+	0	0.000
YLR467C-A	XII	1077050	1077532	-	0	0.000
YML133C	XIII	461	4684	-	1	1.351
YML133W-B	XIII	827	1309	+	0	0.000
YML133W-A	XIII	1610	2185	+	0	0.000
YML132W	XIII	7244	8383	+	6	6.172
YML131W	XIII	10198	11295	+	409	409.000
YML130C	XIII	11483	13174	-	12	12.000
YML129C	XIII	14541	14753	-	23	23.000
YML128C	XIII	15135	16676	-	328	328.000
YML127W	XIII	17064	18809	+	20	20.000
YML126C	XIII	19060	20535	-	279	279.000
YML125C	XIII	20761	21699	-	22	22.000
YML124C	XIII	22048	23683	-	40	40.000
YML123C	XIII	24037	25800	-	5	5.000
